nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0003154	Juan Carlos Negrete	\N	\N	editor,cinematographer	tt0204621,tt1341720,tt0196480,tt0170608
nm0003155	J. Robinson Wheeler	1970	\N	sound_department,art_department,camera_department	tt0220605,tt3602746,tt0159232,tt0159461
nm0003156	C.J. Young	\N	\N	cinematographer,director,writer	tt0220771,tt0191782,tt0220321
nm0003157	E Kurt Zimmerman	1977	\N	director,writer,producer	tt0213095,tt0212962,tt0216581,tt0216227
nm0003158	Joseph Tartaglia	1968	\N	director,actor,writer	tt0158130,tt1338629
nm0003159	Luciano Fineschi	1925	2006	actor,composer,music_department	tt0138609,tt0146268,tt0153511,tt0138837
nm0003160	Christopher McQuarrie	1968	\N	writer,producer,director	tt0114814,tt4912910,tt1745960,tt9603212
nm0003161	Sara Barrett	1973	\N	actress,producer,soundtrack	tt0169299,tt0413573,tt0094574,tt0816399
nm0003162	Marc Summers	1951	\N	producer,actor,writer	tt5649144,tt0965985,tt1735572,tt4566242
nm0003163	Tucker Gates	\N	\N	director,producer,miscellaneous	tt17491088,tt7203552,tt0386676,tt2188671
nm0003164	John Brownlow	\N	\N	writer,producer,director	tt0185055,tt14484760,tt0487947,tt0325055
nm0003165	Corrado Farina	1939	2016	director,writer,actor	tt0067178,tt0069753,tt2645660,tt6539904
nm0003166	Kevin Williams	\N	\N	director,writer,producer	tt0172182,tt8316992,tt8316840
nm0003167	Jace Alexander	1964	\N	director,producer,actor	tt0095082,tt1132290,tt0112697,tt0092493
nm0003168	Jay Fortune	1955	\N	camera_department	tt1483013,tt1234721,tt1291150,tt1219289
nm0003169	Jordan Foster	1964	\N	actor	tt0204582,tt0057731,tt0112628,tt0123238
nm0003170	Georg Haentzschel	1907	1992	composer,music_department,actor	tt0028973,tt0033345,tt0052244,tt0312475
nm0003171	Peter Wunstorf	1959	\N	cinematographer,camera_department,director	tt3606888,tt1637727,tt0388795,tt7945440
nm0003172	Arron Wayne Cull	\N	\N	actor	tt0907831,tt1822469,tt0094511,tt0091964
nm0003173	Jonathan Block	\N	\N	visual_effects,animation_department,miscellaneous	tt2103281,tt0343818,tt0319262,tt0407304
nm0003174	Darren Brisker	\N	\N	sound_department	tt0298814,tt5758778,tt4500922,tt0165929
nm0003175	Bob Greene	\N	\N	camera_department	tt0164212,tt0079817,tt0117496,tt0499603
nm0003176	Michel Parry	1947	2014	writer,director,assistant_director	tt0094512,tt0086610,tt2315368,tt0076853
nm0003177	Maxime Laboy	1963	\N	editorial_department,sound_department	tt0113872,tt0221599,tt0221017,tt0202835
nm0003178	Andy Picheta	\N	\N	location_management,producer,production_manager	tt0308213,tt11958610,tt0159876,tt0066684
nm0003179	Jon Kull	\N	\N	music_department,composer,producer	tt0343818,tt0499549,tt3850590,tt3183660
nm0003180	David S. Cass Sr.	1942	2020	actor,stunts,director	tt0096244,tt0084827,tt2195666,tt0103003
nm0003181	Thomas G. Philpott	\N	\N	producer,editorial_department,miscellaneous	tt0158671,tt0221297,tt0338159,tt0138581
nm0003182	Athena Massey	\N	\N	actress,producer,archive_footage	tt0098904,tt0112178,tt0117218,tt0295203
nm0003183	Richard Sharkey	\N	\N	producer,location_management,production_manager	tt2189461,tt0374463,tt0472027,tt5743796
nm0003184	Pat Sito	\N	\N	animation_department,art_department,visual_effects	tt0831387,tt2015381,tt0097757,tt0114148
nm0003185	Eric Kaye	1970	\N	composer,music_department,actor	tt3743384,tt4405736,tt2065898,tt0150142
nm0003186	Jordan Alan	1967	\N	director,writer,producer	tt0105562,tt0183113,tt0468534,tt1731702
nm0003187	Ryan Chan	\N	\N	editorial_department,editor,producer	tt0805647,tt17632862,tt13271734,tt3289724
nm0003188	Natasha Gjurokovic	\N	\N	editor,editorial_department	tt13918776,tt7861612,tt6503244,tt4688366
nm0003189	Morgan Lewington	\N	\N	transportation_department,assistant_director,miscellaneous	tt0419843,tt0182587,tt0247419,tt0428390
nm0003190	Mark Neale	\N	\N	editorial_department,editor,visual_effects	tt18259204,tt15765412,tt12048234,tt5180504
nm0003191	Danny Rafic	\N	\N	editor,editorial_department,visual_effects	tt1046173,tt1843866,tt3014866,tt0376994
nm0003192	Sandy Struth	\N	\N	set_decorator	tt0118749,tt0120784,tt1870479,tt0162065
nm0003193	Harry Davenport	1866	1949	actor,director,soundtrack	tt0031381,tt0037059,tt0032484,tt0030993
nm0003194	Bridgett Baron	\N	\N	miscellaneous,actress,transportation_department	tt0091042,tt0120768,tt0259288,tt0324554
nm0003195	John Rogers	\N	\N	production_manager,editor,actor	tt0118799,tt0058182,tt0117609,tt0119778
nm0003196	Ueli Christen	1962	\N	editor,sound_department,assistant_director	tt1063669,tt3522806,tt5760392,tt1692504
nm0003197	Chris Gilmer	\N	\N	miscellaneous,assistant_director,producer	tt0110074,tt0109686,tt0176269,tt0112818
nm0003198	Jerome Bixby	1923	1998	writer,composer	tt0756683,tt0060028,tt0060397,tt0086491
nm0003199	Leon Fromkess	1901	1977	producer,production_manager,miscellaneous	tt0036879,tt0037638,tt0037622,tt0051249
nm0003200	Andrea King	\N	\N	writer,miscellaneous,producer	tt6215212,tt1400516,tt0897394,tt13838492
nm0003201	Tim Sullivan	1958	\N	director,writer,miscellaneous	tt0892318,tt0424095,tt0113448,tt10101702
nm0003202	David G. Russell	\N	\N	music_department,composer,actor	tt13622776,tt12708542,tt0458290,tt9419884
nm0003203	Mel Welles	1924	2005	actor,miscellaneous,director	tt0054033,tt0262177,tt0077778,tt0059215
nm0003204	Ernst Ritter von Theumer	1926	\N	producer,writer,director	tt0087523,tt0091193,tt0055014,tt0256444
nm0003205	Steve Gainer	1962	\N	cinematographer,director,producer	tt15574312,tt12026710,tt14734228,tt7908756
nm0003206	Clay Westervelt	1973	\N	cinematographer,producer,camera_department	tt1453253,tt2898306,tt2276000,tt5178264
nm0003207	Greg C. Jensen Sr.	1945	\N	special_effects,art_department	tt0111257,tt0277296,tt0083929,tt0088939
nm0003208	Alessandro Jacchia	\N	\N	producer,writer,actor	tt0178132,tt1245689,tt1379579,tt1666143
nm0003209	Martin Kunert	1974	\N	producer,writer,director	tt0221741,tt0115813,tt0126253,tt0275130
nm0003210	C. Ernst Harth	1970	\N	actor,producer,production_manager	tt0245674,tt0331632,tt0460681,tt14394620
nm0003211	Joe Hackett	\N	\N	actor,writer,director	tt0120324,tt5941692,tt0115674,tt2139563
nm0003212	Mary Soan	\N	\N	assistant_director,production_manager,miscellaneous	tt0213149,tt0243155,tt0486655,tt0178737
nm0003213	Stephen Lighthill	\N	\N	cinematographer,camera_department,editor	tt0092099,tt0066434,tt0104531,tt0092475
nm0003214	Matthew Wood	1972	\N	sound_department,actor,miscellaneous	tt0121766,tt1650062,tt3748528,tt2527336
nm0003215	Warren Yeager	\N	\N	camera_department,cinematographer,director	tt3118452,tt0189998,tt3528906,tt3563892
nm0003216	Oana Bogdan Miller	\N	\N	art_director,art_department,production_designer	tt0343818,tt1386703,tt0259711,tt0116629
nm0003217	Angelina P. Cameron	1966	2006	make_up_department	tt0120657,tt0343818,tt0298814,tt0289879
nm0003218	Alain Robillard	1962	\N	writer,producer,director	tt4324330,tt0759057,tt0381551,tt0108835
nm0003219	Richard Fife	1966	\N	miscellaneous	tt0164179,tt0164127,tt0257229,tt0395268
nm0003220	David Balfour	\N	\N	art_department,miscellaneous	tt0096446,tt8041270,tt1677720,tt3640424
nm0003221	Georg Söring	1970	\N	editor,director,editorial_department	tt0496325,tt0222490,tt0224051,tt0223613
nm0003222	Cheryl Anderson	\N	\N	actress,miscellaneous	tt0098536,tt0814335,tt0087429,tt0086730
nm0003223	Cheryl Anderson	\N	\N	actress	tt0053534
nm0003224	Stanley Andrews	1891	1969	actor,archive_footage	tt0039776,tt0044091,tt0032651,tt0032281
nm0003225	Ed Begley	1901	1970	actor,soundtrack,archive_footage	tt0050083,tt0056541,tt0061747,tt0061405
nm0003226	Kenji Mizoguchi	1898	1956	director,writer,assistant_director	tt0046478,tt0045112,tt0047445,tt0046851
nm0003227	Vicente Sempere	\N	\N	production_manager,producer,actor	tt0038725,tt0065570,tt0059698,tt0042361
nm0003228	Kelli-Michelle Evans	\N	\N	miscellaneous,location_management	tt0122151,tt0227005,tt0158622,tt0141907
nm0003229	Roger Cardinal	\N	2017	director,writer,miscellaneous	tt0097818,tt0244500,tt0396514,tt0244403
nm0003230	Edward R. Abroms	\N	\N	editor,editorial_department,producer	tt6394324,tt3186162,tt1567432,tt0475355
nm0003231	Larry Bock	\N	\N	editor,editorial_department,actor	tt0096928,tt0089880,tt0204946,tt0090887
nm0003232	Michael S. Bolton	\N	\N	production_designer,art_director,actor	tt0165929,tt0375210,tt0239948,tt0120901
nm0003233	Jaymes Hinkle	1953	\N	production_designer,art_department,art_director	tt0093409,tt0095016,tt0090305,tt0120458
nm0003234	Wendi Lampassi	1966	\N	assistant_director,producer,production_manager	tt0329774,tt0155776,tt0456554,tt0251736
nm0003235	Julian Keith Loren	1969	\N	director	tt0221400
nm0003236	Peter Rogness	\N	\N	art_director,art_department,production_designer	tt0264464,tt0477302,tt0445922,tt0297884
nm0003237	Kate Sanford	\N	\N	editor,editorial_department,sound_department	tt5788792,tt0306414,tt1279972,tt0979432
nm0003238	Amy Beth Silver	\N	\N	production_designer,set_decorator,art_department	tt5537002,tt5592248,tt9606374,tt0119237
nm0003239	Edgar Soberón Torchia	1951	\N	writer,actor,producer	tt7975040,tt22044952,tt1581322,tt0092957
nm0003241	Heli Finkenzeller	1911	1991	actress,soundtrack	tt0122275,tt0049183,tt0031763,tt0030721
nm0003242	Jacqueline L'Eveque	\N	\N	writer,producer	tt0190073,tt0189997
nm0003243	Jack C. Thomas	\N	\N	writer,producer,miscellaneous	tt1710308,tt18274176,tt3010520,tt10687134
nm0003244	Jordi Mollà	1968	\N	actor,writer,director	tt1411250,tt0172156,tt3014866,tt0221027
nm0003245	Sterling Wolfe	1964	2019	actor,miscellaneous,archive_footage	tt0824747,tt0287659,tt0163246,tt0138089
nm0003246	Lisa Cangelosi	1968	\N	actress	tt0219075,tt0126943,tt0109694,tt0114419
nm0003247	Sherry Greenberg	\N	\N	producer,miscellaneous,production_manager	tt0304951,tt0187761,tt0114582,tt0206742
nm0003248	Fritz Rasp	1891	1976	actor,archive_footage	tt0017136,tt0021818,tt0024967,tt0026645
nm0003249	Kristofor Brown	\N	\N	producer,miscellaneous,writer	tt0105950,tt0273028,tt3544772,tt0817538
nm0003250	Michael Bard Bayer	1965	\N	actor,assistant_director,producer	tt0110006,tt0080391,tt0169619,tt0117484
nm0003251	Steven P. Saeta	\N	\N	assistant_director,production_manager,producer	tt0145487,tt0399201,tt2679042,tt0431197
nm0003252	Jacinta Leong	\N	\N	production_designer,art_director,art_department	tt1392190,tt0203009,tt1343092,tt2316204
nm0003253	Alexandra Hoesdorff	1967	\N	producer,production_manager,actress	tt7279868,tt7284066,tt2387692,tt0207161
nm0003254	Neil Lundell	\N	\N	production_manager,producer,actor	tt1225901,tt0412253,tt0133302,tt0115289
nm0003255	Chris Perry	1970	\N	director,writer,producer	tt1344727,tt0119715,tt13363184,tt3185838
nm0003256	Joshua Pines	\N	\N	visual_effects,editorial_department,director	tt0107290,tt0120201,tt0083658,tt0111280
nm0003257	Kim T. Searow	\N	\N	art_department,art_director,production_designer	tt0499556,tt1241317,tt0945580,tt0762145
nm0003258	Mireille de Tissot	\N	\N	production_manager,producer,miscellaneous	tt0141817,tt0065912,tt0056214,tt0140608
nm0003259	Nils Post	\N	\N	cinematographer,camera_department,producer	tt0108504,tt0803004,tt0140791,tt0382960
nm0003260	Sean Cooney	\N	\N	production_manager,editorial_department,assistant_director	tt3731562,tt0780511,tt1226753,tt0436697
nm0003261	Johnny Kim	1968	\N	actor,producer,miscellaneous	tt0133152,tt0222790,tt0116629,tt0114069
nm0003262	Giovanni Robbiano	1958	\N	writer,script_department,producer	tt0218803,tt0178444,tt0206806,tt32143553
nm0003263	James Bolt	1956	\N	sound_department,producer	tt1682180,tt1318514,tt0133152,tt2103281
nm0003264	Blake B. Jackson	\N	\N	camera_department,cinematographer,producer	tt0120684,tt0109144,tt0112960,tt0116075
nm0003265	Sergio Myers	\N	\N	producer,director,writer	tt0312207,tt2332857,tt0223439,tt2373148
nm0003266	David Legault	1966	\N	visual_effects,editor,editorial_department	tt1535108,tt14371878,tt0417148,tt8404256
nm0003267	Oskar Sima	1896	1969	actor,soundtrack,archive_footage	tt0129927,tt0027683,tt0025389,tt0027056
nm0003268	Giovanni Pedde	\N	\N	writer,director,producer	tt1127859,tt0428052,tt0223075,tt0116621
nm0003269	Buck Deachman	\N	\N	assistant_director,actor	tt0945513,tt0298814,tt0425210,tt0145681
nm0003270	Philip Lewis	\N	\N	assistant_director,production_manager,miscellaneous	tt0068069,tt0101074,tt0098912,tt0088512
nm0003271	Rodney Washington	\N	\N	writer,director,producer	tt5166476,tt0233078,tt0229567,tt1535597
nm0003272	Christian Schäfer	1967	\N	production_designer,art_department,art_director	tt0434409,tt0402022,tt0387131,tt0301357
nm0003273	David R. Casey	\N	\N	camera_department,miscellaneous	tt0096913,tt0118668,tt0118149,tt0469184
nm0003274	Philip Schulz-Deyle	1972	\N	producer,production_manager,miscellaneous	tt3774114,tt0455782,tt1298628,tt0449089
nm0003275	Mark L. Rosen	1947	2012	producer,actor	tt0120185,tt0080354,tt0085318,tt0084749
nm0003276	Ron Ofer	1971	\N	writer,director,producer	tt14670810,tt0223746,tt1978443,tt0214172
nm0003277	Joseph Crehan	1883	1966	actor,archive_footage	tt0036705,tt0039320,tt0029080,tt0028695
nm0003278	Holly Unterberger	\N	\N	script_department,miscellaneous	tt1385867,tt3631112,tt0963966,tt0993846
nm0003279	James McGuire	\N	\N	camera_department	tt0245844,tt1540133,tt0349683,tt0317648
nm0003280	Bert Grund	1920	1992	composer,music_department,actor	tt0044342,tt0158570,tt13170124,tt0045139
nm0003281	Richard Horowitz	1949	2024	composer,music_department,actor	tt0146838,tt0100594,tt0103594,tt6571548
nm0003282	Antonio Adamo	1957	\N	director,cinematographer,writer	tt0326015,tt1027137,tt7355200,tt1027138
nm0003283	Christopher Webb Young	\N	\N	producer,writer,miscellaneous	tt0223137,tt1024444,tt2364827,tt0218400
nm0003284	Jim Fleigner	1967	\N	director,writer,editor	tt0419099,tt0225812,tt0286617
nm0003285	Kerstin Kexel	1964	\N	editor,editorial_department,sound_department	tt0806910,tt0805414,tt0106178,tt0090945
nm0003286	Taylor St. Clair	1969	\N	actress,archive_footage	tt0341350,tt0412930,tt0309583,tt0310351
nm0003287	Greg Loewen	\N	\N	art_department,art_director,production_designer	tt0106179,tt0249326,tt0182587,tt0164097
nm0003288	Ernesto McCausland	1961	2012	director,writer,producer	tt0213324,tt1418902,tt1986831,tt0312542
nm0003289	John Putch	\N	\N	director,writer,producer	tt5047788,tt24822574,tt1407050,tt0285403
nm0003291	W. Scott Wolf	\N	\N	assistant_director,miscellaneous,visual_effects	tt0314353,tt0118928,tt0162222,tt0277296
nm0003292	Kelly Aisenstat	\N	\N	actor	tt0113673
nm0003293	Jason Alderman	\N	\N	actor	tt0091042,tt0091653,tt0091445
nm0003294	Warren Skeels	1975	\N	producer,writer,director	tt7183282,tt13232552
nm0003295	Jeremy M. Gilleece	\N	\N	sound_department,miscellaneous,editor	tt6141334,tt0303103,tt3955652,tt13196552
nm0003296	C. Andrew Nelson	1962	\N	actor,visual_effects,producer	tt0489099,tt0120915,tt0121765,tt0163025
nm0003297	Andy Brown	\N	\N	editorial_department,production_manager,producer	tt1265619,tt0327375,tt2417970,tt0253335
nm0003298	Scott Rosenberg	1963	\N	producer,writer,actor	tt0115639,tt0118880,tt7975244,tt0187078
nm0003299	Marc Shaiman	1959	\N	music_department,composer,actor	tt1825133,tt0427327,tt5028340,tt0158983
nm0003300	Duncan Kennedy	\N	\N	writer	tt0149261,tt1438173,tt0112111,tt20595790
nm0003301	Wolfgang Esenwein	\N	\N	producer,writer	tt1517471,tt0397044,tt0406728,tt0387925
nm0003302	Yasha Aginsky	1944	\N	editor,director,cinematographer	tt0204332,tt1380848,tt0224678,tt0225637
nm0003303	Edward V. Pannozzo	\N	\N	art_department,miscellaneous,special_effects	tt6710474,tt1345836,tt1375666,tt3460252
nm0003304	Andrew Rosen	\N	\N	producer,miscellaneous	tt3901826,tt26426076,tt8602408,tt18327948
nm0003305	Fausto Canel	1939	\N	director,writer,assistant_director	tt0084528,tt0226285,tt0225497,tt0225727
nm0003306	Jeff Freilich	\N	\N	producer,writer,director	tt2543312,tt0810788,tt3609352,tt0094466
nm0003307	Michael Ambrose	1962	\N	camera_department	tt0418279,tt1270797,tt1408101,tt1825683
nm0003308	Stephen L. Johnson	1949	\N	editor,editorial_department	tt0099462,tt0091587,tt0239463,tt0106644
nm0003309	Steve Schoenberg	\N	\N	editorial_department,writer,editor	tt0109456,tt0107050,tt0118655,tt0104952
nm0003310	Gavin Toomey	1974	\N	visual_effects,director,composer	tt0119081,tt0146316,tt0163978,tt0348150
nm0003311	Beau Borders	\N	\N	sound_department,actor,camera_department	tt10471902,tt2796782,tt4495098,tt12747748
nm0003312	Michael Diersing	1953	\N	art_department,special_effects	tt1160419,tt0119654,tt1219827,tt1270797
nm0003313	Lynne Littman	1941	\N	director,producer,writer	tt0086429,tt0074987,tt0158672,tt0196603
nm0003314	Tim Atzinger	\N	\N	editor,producer,director	tt0239195,tt0112346,tt0141716,tt8040236
nm0003315	Anders Melander	\N	\N	composer,soundtrack	tt0367027,tt2429292,tt0847183,tt1711522
nm0003316	Serge Morache	1962	\N	make_up_department	tt0119395,tt0120802,tt0092172,tt0157262
nm0003317	Kitarô	1953	\N	music_artist,composer,music_department	tt0091474,tt0107096,tt0120164,tt0088126
nm0003318	Howard Duff	1913	1990	actor,director,producer	tt0040636,tt0093640,tt0079417,tt0049949
nm0003319	Viktor Giacobbo	1952	\N	writer,actor,producer	tt0291943,tt0311081,tt0473714,tt2889820
nm0003320	Michael Albala	\N	\N	actor	tt2211129,tt1499658,tt5555260,tt2467372
nm0003321	Scott Mitchell Rosenberg	\N	\N	producer,writer,executive	tt0119654,tt0409847,tt0290966,tt1013860
nm0003322	Jim Geddes	1947	\N	art_department	tt0970416,tt0103502,tt0103442,tt0213327
nm0003323	Zevi Ghivelder	1934	\N	producer,writer	tt0143035,tt0198011,tt0209543,tt0272916
nm0003324	Richard Foreman Jr.	\N	\N	camera_department	tt17505010,tt3397884,tt0780504,tt0477348
nm0003325	Jeff Olm	\N	\N	visual_effects,producer,editorial_department	tt0119116,tt0120591,tt2015381,tt2140379
nm0003326	Josep M. Civit	\N	\N	cinematographer,director,writer	tt7590074,tt1772250,tt6718730,tt10873438
nm0003327	Karen E. Weber	\N	\N	production_designer,art_director,set_decorator	tt0113118,tt0183505,tt0118607,tt18394190
nm0003328	Peter Foldy	\N	\N	producer,writer,director	tt3480822,tt1229238,tt0104864,tt3079380
nm0003329	Craig Holt	\N	\N	script_department,editorial_department,editor	tt0102034,tt0096684,tt0074749,tt2719796
nm0003330	Tia Nolan	\N	\N	editor,editorial_department	tt9419884,tt26047818,tt10121392,tt1632708
nm0003331	Kevin Fennessy	1954	\N	actor,casting_director,casting_department	tt9419056,tt0177971,tt0144117,tt0119217
nm0003332	Julian Richards	1965	\N	director,writer,producer	tt0127500,tt0319728,tt0847527,tt7975674
nm0003333	Michael Kohnhorst	\N	\N	camera_department,cinematographer	tt0106977,tt0094602,tt0095963,tt0164181
nm0003334	Charles Homet	1960	\N	actor	tt0112022,tt0101198,tt0118437,tt0115322
nm0003335	Michele Bock	\N	\N	miscellaneous,production_manager	tt0119094,tt0116629,tt0117381,tt0116250
nm0003336	Jeanine Rohn	1963	\N	producer,assistant_director,production_manager	tt0171804,tt0264235,tt0437745
nm0003337	Karlheinz Böhm	1928	2014	actor,assistant_director,director	tt0054167,tt0049762,tt0048624,tt0056700
nm0003338	Ramiro Gómez	1916	2003	set_decorator,production_designer,art_director	tt0054422,tt0066623,tt0064888,tt0065704
nm0003339	Herbert Marshall	1890	1966	actor,soundtrack,archive_footage	tt0032484,tt0021165,tt0023622,tt0033836
